planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_radius_earth,planet_mass_earth,planet_mass_jupiter,sy_dist
Kepler-334 d,1,Transit,2014,Published Confirmed,0,25.09849,0.168,1.41,,,426.59
Kepler-335 b,1,Transit,2014,Published Confirmed,0,6.562331,0.075,3.39,,,1278.97
Kepler-335 c,1,Transit,2014,Published Confirmed,0,67.844469,0.356,3.07,,,1278.97
Kepler-336 b,1,Transit,2014,Published Confirmed,0,2.024823,0.033,1.02,,,768.86
Kepler-336 c,1,Transit,2014,Published Confirmed,0,9.600001,0.092,2.1,,,768.86
Kepler-336 d,1,Transit,2014,Published Confirmed,0,20.678772,0.154,2.37,,,768.86
Kepler-337 b,1,Transit,2014,Published Confirmed,0,3.292781,0.045,1.54,,,677.975
Kepler-337 c,1,Transit,2014,Published Confirmed,0,9.693201,0.093,2.05,,,677.975
Kepler-338 b,1,Transit,2014,Published Confirmed,0,13.726976,0.117,2.44,,,552.798
Kepler-338 c,1,Transit,2014,Published Confirmed,0,24.310856,0.172,2.34,,,552.798
Kepler-338 d,1,Transit,2014,Published Confirmed,0,44.431014,0.257,3.0,,,552.798
Kepler-338 e,1,Transit Timing Variations,2014,Published Confirmed,0,9.341,,1.56,8.5,0.027,552.798
Kepler-339 b,1,Transit,2014,Published Confirmed,0,4.977656,0.055,1.42,,,616.637
Kepler-339 c,1,Transit,2014,Published Confirmed,0,6.988055,0.069,1.15,,,616.637
Kepler-339 d,1,Transit,2014,Published Confirmed,0,10.558345,0.091,1.17,,,616.637
Kepler-34 b,1,Transit,2011,Published Confirmed,0,288.822,1.0896,8.564,69.92,0.22,1800.82
Kepler-340 b,1,Transit,2014,Published Confirmed,0,14.844387,0.134,2.53,,,808.762
Kepler-340 c,1,Transit,2014,Published Confirmed,0,22.824669,0.178,3.37,,,808.762
Kepler-341 b,1,Transit,2014,Published Confirmed,0,5.195528,0.06,1.18,,,1047.03
Kepler-341 c,1,Transit,2014,Published Confirmed,0,8.01041,0.08,1.7,,,1047.03
Kepler-341 d,1,Transit,2014,Published Confirmed,0,27.666313,0.182,1.85,,,1047.03
Kepler-341 e,1,Transit,2014,Published Confirmed,0,42.473269,0.242,1.99,,,1047.03
Kepler-342 b,1,Transit,2014,Published Confirmed,0,15.170318,0.128,2.25,,,781.611
Kepler-342 c,1,Transit,2014,Published Confirmed,0,26.234138,0.185,1.96,,,781.611
Kepler-342 d,1,Transit,2014,Published Confirmed,0,39.459357,0.242,2.49,,,781.611
Kepler-342 e,1,Transit,2016,Published Confirmed,0,1.644224613,,0.88,,,781.611
Kepler-343 b,1,Transit,2014,Published Confirmed,0,8.96855,0.088,2.41,,,927.193
Kepler-343 c,1,Transit,2014,Published Confirmed,0,23.22182,0.167,2.02,,,927.193
Kepler-344 b,1,Transit,2014,Published Confirmed,0,21.963945,0.153,2.61,,,1002.94
Kepler-344 c,1,Transit,2014,Published Confirmed,0,125.596809,0.488,2.95,,,1002.94
Kepler-345 b,1,Transit,2014,Published Confirmed,0,7.415563,0.066,0.74,,,
Kepler-345 c,1,Transit,2014,Published Confirmed,0,9.387427,0.077,1.2,,,
Kepler-346 b,1,Transit,2014,Published Confirmed,0,6.511127,0.071,2.66,,,984.105
Kepler-346 c,1,Transit,2014,Published Confirmed,0,23.851549,0.168,3.07,,,984.105
Kepler-347 b,1,Transit,2014,Published Confirmed,0,12.79836,0.11,1.97,,,1298.88
Kepler-347 c,1,Transit,2014,Published Confirmed,0,27.320871,0.183,1.75,,,1298.88
Kepler-347 d,1,Transit,2023,Kepler Project Candidate (q1_q17_dr25_koi),0,85.517344,0.3802,3.04,,,1298.88
Kepler-348 b,1,Transit,2014,Published Confirmed,0,7.05677,0.076,1.52,,,570.783
Kepler-348 c,1,Transit,2014,Published Confirmed,0,17.265427,0.138,1.33,,,570.783
Kepler-349 b,1,Transit,2014,Published Confirmed,0,5.929778,0.065,1.9,,,940.724
Kepler-349 c,1,Transit,2014,Published Confirmed,0,12.247629,0.105,1.96,,,940.724
Kepler-35 b,1,Transit,2011,Published Confirmed,0,131.458,0.60347,8.16,40.363,0.127,1819.17
Kepler-350 b,1,Transit,2014,Published Confirmed,0,11.189562,0.104,1.85,,,956.859
Kepler-350 c,1,Transit,2013,Published Confirmed,0,17.849,,3.1,6.1,0.019,956.859
Kepler-350 d,1,Transit,2013,Published Confirmed,0,26.136,,2.8,14.9,0.047,956.859
Kepler-351 b,1,Transit,2014,Published Confirmed,0,37.054919,0.214,3.06,,,1083.91
Kepler-351 c,1,Transit,2014,Published Confirmed,0,57.24809,0.287,3.19,,,1083.91
Kepler-351 d,1,Transit,2016,Published Confirmed,0,142.544247,,2.72,,,1083.91
Kepler-352 b,1,Transit,2014,Published Confirmed,0,10.05537,0.085,0.86,,,252.733
Kepler-352 c,1,Transit,2014,Published Confirmed,0,16.332995,0.118,1.24,,,252.733
Kepler-352 d,1,Transit,2021,Published Confirmed,0,6.887279987,,0.80628032,,,252.733
Kepler-353 b,1,Transit,2014,Published Confirmed,0,5.795278,0.051,0.89,,,384.694
Kepler-353 c,1,Transit,2014,Published Confirmed,0,8.410894,0.065,1.38,,,384.694
Kepler-354 b,1,Transit,2014,Published Confirmed,0,5.47666,0.054,1.84,,,554.064
Kepler-354 c,1,Transit,2014,Published Confirmed,0,16.934402,0.115,1.31,,,554.064
Kepler-354 d,1,Transit,2014,Published Confirmed,0,24.209842,0.146,1.24,,,554.064
Kepler-355 b,1,Transit,2014,Published Confirmed,0,11.03189,0.102,1.46,,,1432.17
Kepler-355 c,1,Transit,2014,Published Confirmed,0,25.762294,0.179,2.71,,,1432.17
Kepler-356 b,1,Transit,2014,Published Confirmed,0,4.612696,0.057,1.57,,,707.559
Kepler-356 c,1,Transit,2014,Published Confirmed,0,13.121632,0.115,1.81,,,707.559
Kepler-357 b,1,Transit,2014,Published Confirmed,0,6.475434,0.063,1.84,,,688.573
Kepler-357 c,1,Transit,2014,Published Confirmed,0,16.85837,0.12,2.67,,,688.573
Kepler-357 d,1,Transit,2014,Published Confirmed,0,49.499875,0.246,3.43,,,688.573
Kepler-358 b,1,Transit,2014,Published Confirmed,0,34.060467,0.21,2.72,,,1101.1
Kepler-358 c,1,Transit,2014,Published Confirmed,0,83.488369,0.381,2.85,,,1101.1
Kepler-359 b,1,Transit,2014,Published Confirmed,0,25.563222,0.178,3.53,,,1443.21
Kepler-359 c,1,Transit,2014,Published Confirmed,0,57.68802,0.307,4.3,,,1443.21
Kepler-359 d,1,Transit,2014,Published Confirmed,0,77.095691,0.372,4.01,,,1443.21
Kepler-36 b,1,Transit,2012,Published Confirmed,0,13.86825,,1.498,3.83,0.01205047,527.956
Kepler-36 c,1,Transit,2012,Published Confirmed,0,16.21865,,3.679,7.13,0.02243338,527.956
Kepler-360 b,1,Transit,2014,Published Confirmed,0,3.289672,0.044,1.65,,,876.044
Kepler-360 c,1,Transit,2014,Published Confirmed,0,7.186434,0.075,2.1,,,876.044
Kepler-361 b,1,Transit,2014,Published Confirmed,0,8.486616,0.086,1.45,,,930.32
Kepler-361 c,1,Transit,2014,Published Confirmed,0,55.188023,0.3,2.52,,,930.32
Kepler-362 b,1,Transit,2014,Published Confirmed,0,10.327186,0.087,0.88,,,1090.51
Kepler-362 c,1,Transit,2014,Published Confirmed,0,37.866281,0.207,1.45,,,1090.51
Kepler-363 b,1,Transit,2014,Published Confirmed,0,3.614568,0.048,1.16,,,762.596
Kepler-363 c,1,Transit,2014,Published Confirmed,0,7.542427,0.079,1.69,,,762.596
Kepler-363 d,1,Transit,2014,Published Confirmed,0,11.932125,0.107,2.05,,,762.596
Kepler-364 b,1,Transit,2014,Published Confirmed,0,25.745718,0.178,1.55,,,891.462
Kepler-364 c,1,Transit,2014,Published Confirmed,0,59.980627,0.312,2.15,,,891.462
Kepler-365 b,1,Transit,2014,Published Confirmed,0,10.664903,0.098,2.04,,,1038.99
Kepler-365 c,1,Transit,2014,Published Confirmed,0,17.784129,0.137,1.64,,,1038.99
Kepler-366 b,1,Transit,2014,Published Confirmed,0,3.281959,0.045,1.46,,,1856.28
Kepler-366 c,1,Transit,2014,Published Confirmed,0,12.51616,0.11,1.79,,,1856.28
Kepler-367 b,1,Transit,2014,Published Confirmed,0,37.815724,0.201,1.3,,,188.027
Kepler-367 c,1,Transit,2014,Published Confirmed,0,53.578637,0.253,1.2,,,188.027
Kepler-368 b,1,Transit,2014,Published Confirmed,0,26.84768,0.186,3.26,,,770.978
Kepler-368 c,1,Transit,2014,Published Confirmed,0,72.379334,0.36,3.88,,,770.978
Kepler-369 b,1,Transit,2014,Published Confirmed,0,2.732756,0.03,1.13,,,
Kepler-369 c,1,Transit,2014,Published Confirmed,0,14.871572,0.094,1.41,,,
Kepler-37 b,1,Transit,2013,Published Confirmed,0,13.36702,0.1019,0.3098,0.79,0.00248562,63.9207
Kepler-37 c,1,Transit,2013,Published Confirmed,0,21.301848,0.139,0.755,1.3,0.00409026,63.9207
Kepler-37 d,1,Transit,2013,Published Confirmed,0,39.7922622,0.2109,2.03,2.0,0.0062927,63.9207
Kepler-37 e,1,Transit Timing Variations,2014,Published Confirmed,0,51.196,,,,,63.9207
Kepler-370 b,1,Transit,2014,Published Confirmed,0,4.57953,0.054,1.59,,,1167.94
Kepler-370 c,1,Transit,2014,Published Confirmed,0,19.02293,0.14,1.91,,,1167.94
Kepler-371 b,1,Transit,2014,Published Confirmed,0,34.763278,0.2,1.89,,,813.192
Kepler-371 c,1,Transit,2014,Published Confirmed,0,67.968015,0.313,1.78,,,813.192
Kepler-372 b,1,Transit,2014,Published Confirmed,0,6.849692,0.075,1.36,,,1493.95
Kepler-372 c,1,Transit,2014,Published Confirmed,0,20.053763,0.154,2.09,,,1493.95
Kepler-372 d,1,Transit,2014,Published Confirmed,0,30.092568,0.201,1.69,,,1493.95
Kepler-373 b,1,Transit,2014,Published Confirmed,0,5.535309,0.06,1.36,,,1090.45
Kepler-373 c,1,Transit,2014,Published Confirmed,0,16.725948,0.126,1.24,,,1090.45
Kepler-374 b,1,Transit,2014,Published Confirmed,0,1.897806,0.029,1.03,,,1265.61
Kepler-374 c,1,Transit,2014,Published Confirmed,0,3.282807,0.042,1.1,,,1265.61
Kepler-374 d,1,Transit,2014,Published Confirmed,0,5.028219,0.056,1.31,,,1265.61
Kepler-375 b,1,Transit,2014,Published Confirmed,0,12.125934,0.101,1.45,,,1238.81
Kepler-375 c,1,Transit,2014,Published Confirmed,0,19.986326,0.141,2.65,,,1238.81
Kepler-376 b,1,Transit,2014,Published Confirmed,0,4.920199,0.057,1.07,,,923.067
Kepler-376 c,1,Transit,2014,Published Confirmed,0,14.172327,0.115,1.79,,,923.067
Kepler-377 b,1,Transit,2014,Published Confirmed,0,12.509529,0.109,1.39,,,823.804
Kepler-377 c,1,Transit,2014,Published Confirmed,0,27.014976,0.182,2.06,,,823.804
Kepler-378 b,1,Transit,2014,Published Confirmed,0,16.092361,0.112,0.75,,,152.094
Kepler-378 c,1,Transit,2014,Published Confirmed,0,28.906009,0.166,0.7,,,152.094
Kepler-379 b,1,Transit,2014,Published Confirmed,0,20.09838,0.152,1.66,,,731.274
Kepler-379 c,1,Transit,2014,Published Confirmed,0,62.784697,0.326,2.29,,,731.274
Kepler-38 b,1,Transit,2012,Published Confirmed,0,105.599,0.4632,4.3,122.0,0.384,1174.59
Kepler-380 b,1,Transit,2014,Published Confirmed,0,3.930821,0.05,1.19,,,813.713
Kepler-380 c,1,Transit,2014,Published Confirmed,0,7.630004,0.078,1.27,,,813.713
Kepler-381 b,1,Transit,2014,Published Confirmed,0,5.629021,0.066,0.99,,,267.323
Kepler-381 c,1,Transit,2014,Published Confirmed,0,13.391635,0.117,1.12,,,267.323
Kepler-381 d,1,Transit,2021,Published Confirmed,0,8.256299973,,1.0667865,,,267.323
Kepler-382 b,1,Transit,2014,Published Confirmed,0,5.262155,0.055,1.32,,,935.446
Kepler-382 c,1,Transit,2014,Published Confirmed,0,12.162701,0.097,1.59,,,935.446
Kepler-383 b,1,Transit,2014,Published Confirmed,0,12.904532,0.095,1.32,,,
Kepler-383 c,1,Transit,2014,Published Confirmed,0,31.200751,0.172,1.24,,,
Kepler-384 b,1,Transit,2014,Published Confirmed,0,22.597053,0.148,1.12,,,895.678
Kepler-384 c,1,Transit,2014,Published Confirmed,0,45.348269,0.236,1.13,,,895.678
Kepler-385 b,1,Transit,2014,Published Confirmed,0,10.043686,0.097,2.73,,,1432.61
Kepler-385 c,1,Transit,2014,Published Confirmed,0,15.163161,0.127,3.04,,,1432.61
Kepler-385 d,1,Transit,2020,Published Confirmed,0,56.4159,,2.6186448,,,1432.61
Kepler-386 b,1,Transit,2014,Published Confirmed,0,12.31043,0.096,1.39,,,882.462
Kepler-386 c,1,Transit,2014,Published Confirmed,0,25.193458,0.155,1.58,,,882.462
Kepler-387 b,1,Transit,2014,Published Confirmed,0,6.791636,0.068,1.03,,,801.052
Kepler-387 c,1,Transit,2014,Published Confirmed,0,11.837549,0.098,0.89,,,801.052
Kepler-388 b,1,Transit,2014,Published Confirmed,0,3.173315,0.036,0.81,,,
Kepler-388 c,1,Transit,2014,Published Confirmed,0,13.297004,0.093,0.86,,,
Kepler-389 b,1,Transit,2014,Published Confirmed,0,3.244107,0.041,1.51,,,816.559
Kepler-389 c,1,Transit,2014,Published Confirmed,0,14.51143,0.11,1.46,,,816.559
Kepler-39 b,1,Transit,2011,Published Confirmed,0,21.08721,0.164,13.9,6388.1,20.1,1057.41
Kepler-390 b,1,Transit,2014,Published Confirmed,0,6.738088,0.065,0.82,,,435.277
Kepler-390 c,1,Transit,2014,Published Confirmed,0,13.060022,0.101,0.79,,,435.277
Kepler-391 b,1,Transit,2014,Published Confirmed,0,7.4175,0.083,2.5,1100.0,3.46098705,869.236
Kepler-391 c,1,Transit,2014,Published Confirmed,0,20.501,0.164,2.88,450.0,1.41585834,869.236
Kepler-392 b,1,Transit,2014,Published Confirmed,0,5.341853,0.059,1.0,,,681.428
Kepler-392 c,1,Transit,2014,Published Confirmed,0,10.423118,0.093,1.1,,,681.428
Kepler-393 b,1,Transit,2014,Published Confirmed,0,9.182417,0.091,1.29,,,881.404
Kepler-393 c,1,Transit,2014,Published Confirmed,0,14.613612,0.124,1.33,,,881.404
Kepler-394 b,1,Transit,2014,Published Confirmed,0,8.005013,0.083,1.6,,,1058.72
Kepler-394 c,1,Transit,2014,Published Confirmed,0,12.130686,0.11,1.66,,,1058.72
Kepler-394 d,1,Transit,2021,Published Confirmed,0,5.613580227,,1.50066814,,,1058.72
Kepler-395 b,1,Transit,2014,Published Confirmed,0,7.054346,0.061,1.03,,,421.382
Kepler-395 c,1,Transit,2014,Published Confirmed,0,34.989262,0.177,1.32,,,421.382
Kepler-396 b,1,Transit,2013,Published Confirmed,0,42.994,,3.5,75.5,0.238,223.757
Kepler-396 c,1,Transit,2013,Published Confirmed,0,88.505,,5.3,17.9,0.056,223.757
Kepler-397 b,1,Transit,2014,Published Confirmed,0,22.250949,0.144,2.46,,,
Kepler-397 c,1,Transit,2014,Published Confirmed,0,135.498527,0.48,6.18,,,
Kepler-398 b,1,Transit,2014,Published Confirmed,0,4.081423,0.044,0.93,,,177.355
Kepler-398 c,1,Transit,2014,Published Confirmed,0,11.419412,0.087,1.01,,,177.355
Kepler-398 d,1,Transit,2016,Published Confirmed,0,6.83437001,,0.88,,,177.355
Kepler-399 b,1,Transit,2014,Published Confirmed,0,14.425281,0.103,0.96,,,740.537
Kepler-399 c,1,Transit,2014,Published Confirmed,0,26.67569,0.155,1.43,,,740.537
Kepler-399 d,1,Transit,2014,Published Confirmed,0,58.034616,0.261,1.89,,,740.537
Kepler-4 b,1,Transit,2009,Published Confirmed,0,3.21346,0.0456,4.002,24.472,0.077,487.916
Kepler-40 b,1,Transit,2010,Published Confirmed,0,6.87349,0.08,13.11,699.2,2.2,2305.01
Kepler-400 b,1,Transit,2014,Published Confirmed,0,9.024389,0.087,1.65,,,845.97
Kepler-400 c,1,Transit,2014,Published Confirmed,0,17.340824,0.134,1.49,,,845.97
Kepler-401 b,1,Transit,2014,Published Confirmed,0,14.383035,0.122,1.71,,,965.56
Kepler-401 c,1,Transit,2014,Published Confirmed,0,47.318218,0.269,2.15,,,965.56
Kepler-401 d,1,Transit,2016,Published Confirmed,0,184.256405,,2.27,,,965.56
Kepler-402 b,1,Transit,2014,Published Confirmed,0,4.028751,0.051,1.22,,,625.339
Kepler-402 c,1,Transit,2014,Published Confirmed,0,6.124821,0.068,1.56,,,625.339
Kepler-402 d,1,Transit,2014,Published Confirmed,0,8.921099,0.087,1.38,,,625.339
Kepler-402 e,1,Transit,2014,Published Confirmed,0,11.242861,0.102,1.46,,,625.339
Kepler-403 b,1,Transit,2014,Published Confirmed,0,7.031462,0.076,1.25,,,840.269
Kepler-403 c,1,Transit,2014,Published Confirmed,0,54.280749,0.297,1.75,,,840.269
Kepler-403 d,1,Transit,2016,Published Confirmed,0,13.61159129,,1.42,,,840.269
Kepler-404 b,1,Transit,2014,Published Confirmed,0,11.829851,0.102,1.27,,,812.524
Kepler-404 c,1,Transit,2014,Published Confirmed,0,14.751166,0.118,1.72,,,812.524
Kepler-405 b,1,Transit,2014,Published Confirmed,0,10.613839,0.095,2.08,,,1065.08
Kepler-405 c,1,Transit,2014,Published Confirmed,0,29.726682,0.188,4.66,,,1065.08
Kepler-406 b,1,Transit,2014,Published Confirmed,0,2.42629,,1.43,6.35,0.02,364.03
Kepler-406 c,1,Transit,2014,Published Confirmed,0,4.62332,,0.85,2.71,0.009,364.03
Kepler-407 b,1,Transit,2014,Published Confirmed,0,0.6693124,,1.19,1.93,0.00607246,338.368
Kepler-407 c,1,Radial Velocity,2014,Published Confirmed,0,3000.0,,,4000.0,12.6,338.368
Kepler-408 b,1,Transit,2014,Published Confirmed,0,2.46502,,0.82,5.0,0.01573168,88.7832
Kepler-409 b,1,Transit,2014,Published Confirmed,0,68.9583216,0.3192,1.199,6.0,0.01887811,68.173
Kepler-41 b,1,Transit,2011,Published Confirmed,0,1.8555582,0.03101,14.46,177.98,0.56,1093.08
Kepler-410 A b,1,Transit,2013,Published Confirmed,0,17.833648,0.1226,2.838,,,147.527
Kepler-411 b,1,Transit,2013,Published Confirmed,0,3.005156,0.0375,2.401,25.6,0.0805462,153.676
Kepler-411 c,1,Transit,2016,Published Confirmed,0,7.834435,0.0739,4.421,26.4,0.08306327,153.676
Kepler-411 d,1,Transit,2018,Published Confirmed,0,58.02035,0.279,3.319,15.2,0.04782431,153.676
Kepler-411 e,1,Transit Timing Variations,2018,Published Confirmed,0,31.509728,0.186,,10.8,0.03398043,153.676
Kepler-412 b,1,Transit,2014,Published Confirmed,0,1.7208604,0.02897,15.031269,299.07803,0.941,1086.24
Kepler-413 b,1,Transit,2014,Published Confirmed,0,66.262,0.3553,4.347,67.0,0.211,847.536
Kepler-414 b,1,Transit Timing Variations,2014,Published Confirmed,0,4.7,,1.71,3.5,0.011,413.46
Kepler-414 c,1,Transit Timing Variations,2014,Published Confirmed,0,7.171,,3.01,29.9,0.094,413.46
Kepler-415 b,1,Transit Timing Variations,2014,Published Confirmed,0,4.176,,1.21,119.9,0.377,530.487
Kepler-415 c,1,Transit Timing Variations,2014,Published Confirmed,0,8.708,,,,,530.487
Kepler-416 b,1,Transit Timing Variations,2014,Published Confirmed,0,6.319,,2.48,58.2,0.183,690.819
Kepler-416 c,1,Transit Timing Variations,2014,Published Confirmed,0,12.209,,,,,690.819
Kepler-416 d,1,Transit,2023,Kepler Project Candidate (q1_q17_dr25_koi),0,3.07644709,0.0407,1.61,,,690.819
Kepler-417 b,1,Transit Timing Variations,2014,Published Confirmed,0,12.331,,2.31,11.0,0.035,973.989
Kepler-417 c,1,Transit Timing Variations,2014,Published Confirmed,0,15.943,,,,,973.989
Kepler-418 b,1,Transit,2014,Published Confirmed,0,86.67856,,13.45,349.6112477,1.1,1002.53
Kepler-418 c,1,Transit,2021,Published Confirmed,0,12.21829987,,5.22108654,,,1002.53
Kepler-419 b,1,Transit,2014,Published Confirmed,0,69.7546,0.37,10.8,794.5,2.5,1011.36
Kepler-419 c,1,Transit Timing Variations,2014,Published Confirmed,0,675.47,1.68,,2320.1,7.3,1011.36
Kepler-42 b,1,Transit,2011,Published Confirmed,0,1.2137672,0.0116,0.78,,,40.0595
Kepler-42 c,1,Transit,2011,Published Confirmed,0,0.45328509,0.006,0.73,,,40.0595
Kepler-42 d,1,Transit,2011,Published Confirmed,0,1.865169,0.0154,0.57,,,40.0595
Kepler-421 b,1,Transit,2014,Published Confirmed,0,704.1984,1.219,4.16,,,348.558
Kepler-422 b,1,Transit,2014,Published Confirmed,0,7.8914483,0.082,12.89,136.66,0.43,722.795
Kepler-423 b,1,Transit,2014,Published Confirmed,0,2.6843285,0.03585,13.361,189.101,0.595,758.753
Kepler-424 b,1,Transit,2014,Published Confirmed,0,3.3118644,0.044,9.98,327.35,1.03,698.646
Kepler-424 c,1,Radial Velocity,2014,Published Confirmed,0,223.3,0.73,,2215.18,6.97,698.646
Kepler-425 b,1,Transit,2014,Published Confirmed,0,3.79701816,0.0464,10.962,79.45,0.25,646.647
Kepler-426 b,1,Transit,2014,Published Confirmed,0,3.21751883,0.0414,12.22,108.06,0.34,843.695
Kepler-427 b,1,Transit,2014,Published Confirmed,0,10.290994,0.091,13.79,92.17,0.29,1017.8
Kepler-428 b,1,Transit,2014,Published Confirmed,0,3.52563254,0.0433,12.11,403.63,1.27,686.284
Kepler-43 b,1,Transit,2011,Published Confirmed,0,3.0240949,0.046,13.663771,1026.5909,3.23,1005.84
Kepler-430 b,1,Transit,2015,Published Confirmed,0,35.968,0.2244,3.25,,,917.477
Kepler-430 c,1,Transit,2015,Published Confirmed,0,110.979,0.4757,1.75,,,917.477
Kepler-431 b,1,Transit,2015,Published Confirmed,0,6.803,0.0719,0.764,,,486.546
Kepler-431 c,1,Transit,2015,Published Confirmed,0,8.703,0.0847,0.668,,,486.546
Kepler-431 d,1,Transit,2015,Published Confirmed,0,11.922,0.1045,1.11,,,486.546
Kepler-432 b,1,Transit,2015,Published Confirmed,0,52.501129,0.301,12.834305,1719.4603,5.41,848.023
Kepler-432 c,1,Radial Velocity,2015,Published Confirmed,0,406.2,,,772.3269,2.43,848.023
Kepler-433 b,1,Transit,2015,Published Confirmed,0,5.33408384,0.0679,16.25,896.24,2.82,1878.31
Kepler-434 b,1,Transit,2015,Published Confirmed,0,12.8747099,0.1143,12.67,908.96,2.86,1222.54
Kepler-435 b,1,Transit,2015,Published Confirmed,0,8.6001536,0.0948,22.31,266.97,0.84,1418.77
Kepler-436 b,1,Transit,2015,Published Confirmed,0,64.00205,0.339,2.73,,,588.867
Kepler-436 c,1,Transit,2016,Published Confirmed,0,16.79713874,,2.33,,,588.867
Kepler-437 b,1,Transit,2015,Published Confirmed,0,66.65062,0.288,2.14,,,
Kepler-438 b,1,Transit,2015,Published Confirmed,0,35.23319,0.166,1.12,,,
Kepler-439 b,1,Transit,2015,Published Confirmed,0,178.1396,0.563,2.24,,,757.048
Kepler-44 b,1,Transit,2011,Published Confirmed,0,3.2467293,0.0446,12.22,317.82,1.0,1188.0
Kepler-440 b,1,Transit,2015,Published Confirmed,0,101.11141,0.242,1.86,,,301.03
Kepler-441 b,1,Transit,2015,Published Confirmed,0,207.2482,0.64,1.64,,,268.003
Kepler-442 b,1,Transit,2015,Published Confirmed,0,112.3053,0.409,1.34,,,365.965
Kepler-443 b,1,Transit,2015,Published Confirmed,0,177.6693,0.495,2.33,,,802.271
Kepler-444 b,1,Transit,2015,Published Confirmed,0,3.6001053,0.04178,0.403,,,36.4396
Kepler-444 c,1,Transit,2015,Published Confirmed,0,4.5458841,0.04881,0.497,,,36.4396
Kepler-444 d,1,Transit,2015,Published Confirmed,0,6.189392,0.06,0.53,,,36.4396
Kepler-444 e,1,Transit,2015,Published Confirmed,0,7.743493,0.0696,0.546,,,36.4396
Kepler-444 f,1,Transit,2015,Published Confirmed,0,9.740486,0.0811,0.741,,,36.4396
Kepler-445 b,1,Transit,2015,Published Confirmed,0,2.984151,,1.58,,,127.201
Kepler-445 c,1,Transit,2015,Published Confirmed,0,4.871229,,2.51,,,127.201
Kepler-445 d,1,Transit,2015,Published Confirmed,0,8.15275,,1.25,,,127.201
Kepler-446 b,1,Transit,2015,Published Confirmed,0,1.565409,,1.5,,,96.339
Kepler-446 c,1,Transit,2015,Published Confirmed,0,3.036179,,1.11,,,96.339
Kepler-446 d,1,Transit,2015,Published Confirmed,0,5.148921,,1.35,,,96.339
Kepler-447 b,1,Transit,2015,Published Confirmed,0,7.79430132,0.0769,18.49,435.41,1.37,268.041
Kepler-448 c,1,Transit Timing Variations,2017,Published Confirmed,0,2500.0,4.2,,6992.26,22.0,399.398
Kepler-449 b,1,Transit,2015,Published Confirmed,0,12.58242,,2.056,,,241.949
Kepler-449 c,1,Transit,2015,Published Confirmed,0,33.6727,,2.764,,,241.949
Kepler-45 b,1,Transit,2011,Published Confirmed,0,2.455239,0.03,10.76,160.497,0.505,381.949
Kepler-450 b,1,Transit,2015,Published Confirmed,0,28.454851,,6.14,,,455.982
Kepler-450 c,1,Transit,2015,Published Confirmed,0,15.413135,,2.62,,,455.982
Kepler-450 d,1,Transit,2015,Published Confirmed,0,7.51464,,0.837,,,455.982
Kepler-451 c,1,Eclipse Timing Variations,2022,Published Confirmed,0,1460.0,,,511.70373527,1.61,396.332
